player_id,last_name,first_name,bacon_number,max_year,v0,e1,v1,e2,v2,e3,v3,e4,v4,e5,v5,e6,v6,e7,v7,e8,v8,e9,v9,e10,v10
schuh105,Schuble,Heinie,,1936,schuh105,,,,,,,,,,,,,,,,,,,,
kliee101,Klieman,Ed,,1950,kliee101,,,,,,,,,,,,,,,,,,,,
thomv101,Thomas,Valmy,,1961,thomv101,,,,,,,,,,,,,,,,,,,,
shrih101,Shriver,Harry,,1923,shrih101,,,,,,,,,,,,,,,,,,,,
kimmb101,Kimm,Bruce,,1980,kimmb101,,,,,,,,,,,,,,,,,,,,
johnd005,Johnson,D.J.,,2019,johnd005,,,,,,,,,,,,,,,,,,,,
caram001,Carasiti,Matt,,2019,caram001,,,,,,,,,,,,,,,,,,,,
samui101,Samuels,Ike,,1895,samui101,,,,,,,,,,,,,,,,,,,,
stard101,Stark,Dolly,,1912,stard101,,,,,,,,,,,,,,,,,,,,
reedj002,Reed,Jerry,,1990,reedj002,,,,,,,,,,,,,,,,,,,,
pashl001,Pashnick,Larry,,1984,pashl001,,,,,,,,,,,,,,,,,,,,
helmh101,Helmbold,Horace,,1890,helmh101,,,,,,,,,,,,,,,,,,,,
kraum001,Krauss,Marc,,2015,kraum001,,,,,,,,,,,,,,,,,,,,
mcdob001,McDonald,Ben,,1997,mcdob001,,,,,,,,,,,,,,,,,,,,
fishj001,Fishel,John,,1988,fishj001,,,,,,,,,,,,,,,,,,,,
diekj001,Diekman,Jake,,2019,diekj001,,,,,,,,,,,,,,,,,,,,
davej001,Davenport,Joe,,2001,davej001,,,,,,,,,,,,,,,,,,,,
cased101,Casey,Doc,,1907,cased101,,,,,,,,,,,,,,,,,,,,
schet001,Scheppers,Tanner,,2017,schet001,,,,,,,,,,,,,,,,,,,,
dunnr101,Dunn,Ron,,1975,dunnr101,,,,,,,,,,,,,,,,,,,,
palmm001,Palmer,Matt,,2012,palmm001,,,,,,,,,,,,,,,,,,,,
bentc101,Bentley,Cy,,1872,bentc101,,,,,,,,,,,,,,,,,,,,
garcr006,Garcia,Rico,,2019,garcr006,,,,,,,,,,,,,,,,,,,,
hesso101,Hess,Otto,,1915,hesso101,,,,,,,,,,,,,,,,,,,,
farim001,Fariss,Monty,,1993,farim001,,,,,,,,,,,,,,,,,,,,
davio101,Davis,Odie,,1980,davio101,,,,,,,,,,,,,,,,,,,,
lanih101,Lanier,Hal,,1973,lanih101,,,,,,,,,,,,,,,,,,,,
murph101,Murphy,Howard,,1909,murph101,,,,,,,,,,,,,,,,,,,,
davis003,Davison,Scott,,1996,davis003,,,,,,,,,,,,,,,,,,,,
sands001,Sanderson,Scott,,1996,sands001,,,,,,,,,,,,,,,,,,,,
ullrs101,Ullrich,Sandy,,1945,ullrs101,,,,,,,,,,,,,,,,,,,,
snydp101,Snyder,Pop,,1891,snydp101,,,,,,,,,,,,,,,,,,,,
hinsp101,Hinson,Paul,,1928,hinsp101,,,,,,,,,,,,,,,,,,,,
hargp101,Hargrave,Pinky,,1933,hargp101,,,,,,,,,,,,,,,,,,,,
orsae101,Orsatti,Ernie,,1935,orsae101,,,,,,,,,,,,,,,,,,,,
mccaj103,McCarthy,John,,1889,mccaj103,,,,,,,,,,,,,,,,,,,,
sears001,Searcy,Steve,,1992,sears001,,,,,,,,,,,,,,,,,,,,
ordet101,Ordenana,Tony,,1943,ordet101,,,,,,,,,,,,,,,,,,,,
browc103,Brown,Clint,,1942,browc103,,,,,,,,,,,,,,,,,,,,
wuerm001,Wuertz,Michael,,2011,wuerm001,,,,,,,,,,,,,,,,,,,,
cottd101,Cotter,Dick,,1912,cottd101,,,,,,,,,,,,,,,,,,,,
jonnc101,Jonnard,Claude,,1929,jonnc101,,,,,,,,,,,,,,,,,,,,
raftj101,Rafter,Jack,,1904,raftj101,,,,,,,,,,,,,,,,,,,,
wheeb101,Wheelock,Bobby,,1891,wheeb101,,,,,,,,,,,,,,,,,,,,
lefeb101,LeFebvre,Bill,,1944,lefeb101,,,,,,,,,,,,,,,,,,,,
ennsd001,Enns,Dietrich,,2017,ennsd001,,,,,,,,,,,,,,,,,,,,
coogd102,Coogan,Dale,,1950,coogd102,,,,,,,,,,,,,,,,,,,,
mcgew001,McGee,Willie,,1999,mcgew001,,,,,,,,,,,,,,,,,,,,
schmb001,Schmack,Brian,,2003,schmb001,,,,,,,,,,,,,,,,,,,,
weavo101,Weaver,Orlie,,1911,weavo101,,,,,,,,,,,,,,,,,,,,
mosej101,Moses,Jerry,,1975,mosej101,,,,,,,,,,,,,,,,,,,,
thatj001,Thatcher,Joe,,2015,thatj001,,,,,,,,,,,,,,,,,,,,
miled101,Miles,Dee,,1943,miled101,,,,,,,,,,,,,,,,,,,,
cabrf002,Cabrera,Fernando,,2010,cabrf002,,,,,,,,,,,,,,,,,,,,
martm002,Martinez,Manny,,1999,martm002,,,,,,,,,,,,,,,,,,,,
castc001,Castillo,Carmelo,,1991,castc001,,,,,,,,,,,,,,,,,,,,
pinkg101,Pinkney,George,,1893,pinkg101,,,,,,,,,,,,,,,,,,,,
tempc101,Templeton,Chuck,,1956,tempc101,,,,,,,,,,,,,,,,,,,,
lydys001,Lydy,Scott,,1993,lydys001,,,,,,,,,,,,,,,,,,,,
trear102,Treadaway,Ray,,1930,trear102,,,,,,,,,,,,,,,,,,,,
eschj001,Esch,Jake,,2017,eschj001,,,,,,,,,,,,,,,,,,,,
jonec102,Jones,Cleon,,1976,jonec102,,,,,,,,,,,,,,,,,,,,
aubrm001,Aubrey,Michael,,2009,aubrm001,,,,,,,,,,,,,,,,,,,,
emers101,Emery,Spoke,,1924,emers101,,,,,,,,,,,,,,,,,,,,
gazem101,Gazella,Mike,,1928,gazem101,,,,,,,,,,,,,,,,,,,,
austd101,Aust,Dennis,,1966,austd101,,,,,,,,,,,,,,,,,,,,
batej102,Bateman,John,,1972,batej102,,,,,,,,,,,,,,,,,,,,
evann001,Evans,Nick,,2014,evann001,,,,,,,,,,,,,,,,,,,,
rozed001,Rozema,Dave,,1986,rozed001,,,,,,,,,,,,,,,,,,,,
wickk001,Wickander,Kevin,,1996,wickk001,,,,,,,,,,,,,,,,,,,,
tartd001,Tartabull,Danny,,1997,tartd001,,,,,,,,,,,,,,,,,,,,
dietd101,Dietz,Dick,,1973,dietd101,,,,,,,,,,,,,,,,,,,,
johnr106,Johnston,Dick,,1891,johnr106,,,,,,,,,,,,,,,,,,,,
roebe101,Roebuck,Ed,,1966,roebe101,,,,,,,,,,,,,,,,,,,,
dortm001,Dorta,Melvin,,2006,dortm001,,,,,,,,,,,,,,,,,,,,
hartr101,Hartsfield,Roy,,1952,hartr101,,,,,,,,,,,,,,,,,,,,
sadlc002,Sadler,Casey,,2019,sadlc002,,,,,,,,,,,,,,,,,,,,
cabrd001,Cabrera,Daniel,,2009,cabrd001,,,,,,,,,,,,,,,,,,,,
erich101,Erickson,Hank,,1935,erich101,,,,,,,,,,,,,,,,,,,,
jestv101,Jester,Virgil,,1953,jestv101,,,,,,,,,,,,,,,,,,,,
happj101,Happenny,John,,1923,happj101,,,,,,,,,,,,,,,,,,,,
myerm001,Myers,Mike,,2007,myerm001,,,,,,,,,,,,,,,,,,,,
rhamj001,Rhame,Jacob,,2019,rhamj001,,,,,,,,,,,,,,,,,,,,
wallj105,Wall,Joe,,1902,wallj105,,,,,,,,,,,,,,,,,,,,
cioll101,Ciola,Lou,,1943,cioll101,,,,,,,,,,,,,,,,,,,,
wisnp101,Wisner,Phil,,1895,wisnp101,,,,,,,,,,,,,,,,,,,,
cavaj101,Cavanaugh,John,,1919,cavaj101,,,,,,,,,,,,,,,,,,,,
waddj001,Waddell,Jason,,2009,waddj001,,,,,,,,,,,,,,,,,,,,
doyld101,Doyle,Danny,,1943,doyld101,,,,,,,,,,,,,,,,,,,,
bailg101,Bailey,Gene,,1924,bailg101,,,,,,,,,,,,,,,,,,,,
barbj001,Barbato,John,,2018,barbj001,,,,,,,,,,,,,,,,,,,,
gomer002,Gomez,Roberto,,2018,gomer002,,,,,,,,,,,,,,,,,,,,
kielb001,Kielty,Bobby,,2007,kielb001,,,,,,,,,,,,,,,,,,,,
normd101,Norman,Dan,,1982,normd101,,,,,,,,,,,,,,,,,,,,
larog001,LaRocca,Greg,,2003,larog001,,,,,,,,,,,,,,,,,,,,
harrf101,Harris,Frank,,1884,harrf101,,,,,,,,,,,,,,,,,,,,
parkc003,Parker,Christian,,2001,parkc003,,,,,,,,,,,,,,,,,,,,
bonil001,Bonilla,Lisalverto,,2017,bonil001,,,,,,,,,,,,,,,,,,,,
lakee101,Lake,Eddie,,1950,lakee101,,,,,,,,,,,,,,,,,,,,
pignj101,Pignatano,Joe,,1962,pignj101,,,,,,,,,,,,,,,,,,,,
fisct001,Fischer,Todd,,1986,fisct001,,,,,,,,,,,,,,,,,,,,
bails101,Bailey,Sweetbread,,1921,bails101,,,,,,,,,,,,,,,,,,,,
dishg001,Dishman,Glenn,,1997,dishg001,,,,,,,,,,,,,,,,,,,,
gagnc101,Gagnon,Chick,,1924,gagnc101,,,,,,,,,,,,,,,,,,,,
tatif002,Tatis,Fernando,,2019,tatif002,,,,,,,,,,,,,,,,,,,,
cuevn001,Cuevas,Noel,,2019,cuevn001,,,,,,,,,,,,,,,,,,,,
koppj101,Koppe,Joe,,1965,koppj101,,,,,,,,,,,,,,,,,,,,
sicke101,Sicking,Ed,,1927,sicke101,,,,,,,,,,,,,,,,,,,,
adrie001,Adrianza,Ehire,,2019,adrie001,,,,,,,,,,,,,,,,,,,,
webbl001,Webb,Logan,,2019,webbl001,,,,,,,,,,,,,,,,,,,,
myerr003,Myers,Rod,,1997,myerr003,,,,,,,,,,,,,,,,,,,,
vazqr001,Vazquez,Ramon,,2009,vazqr001,,,,,,,,,,,,,,,,,,,,
carvm001,Carvajal,Marcos,,2007,carvm001,,,,,,,,,,,,,,,,,,,,
larkt101,Larkin,Terry,,1884,larkt101,,,,,,,,,,,,,,,,,,,,
kella103,Kellner,Alex,,1959,kella103,,,,,,,,,,,,,,,,,,,,
spicb101,Spicer,Bob,,1956,spicb101,,,,,,,,,,,,,,,,,,,,
hatts001,Hatteberg,Scott,,2008,hatts001,,,,,,,,,,,,,,,,,,,,
sigss101,Sigsby,Seth,,1893,sigss101,,,,,,,,,,,,,,,,,,,,
blacd101,Black,Don,,1948,blacd101,,,,,,,,,,,,,,,,,,,,
dahlj101,Dahlke,Jerry,,1956,dahlj101,,,,,,,,,,,,,,,,,,,,
grant101,Grant,Tom,,1983,grant101,,,,,,,,,,,,,,,,,,,,
wests101,West,Sam,,1942,wests101,,,,,,,,,,,,,,,,,,,,
yarne001,Yarnall,Ed,,2000,yarne001,,,,,,,,,,,,,,,,,,,,
callj103,Callahan,John,,1898,callj103,,,,,,,,,,,,,,,,,,,,
hardr001,Harden,Rich,,2011,hardr001,,,,,,,,,,,,,,,,,,,,
martg001,Martinez,Greg,,1998,martg001,,,,,,,,,,,,,,,,,,,,
reync103,Reynolds,Charlie,,1882,reync103,,,,,,,,,,,,,,,,,,,,
mcgls101,McGlynn,Stoney,,1908,mcgls101,,,,,,,,,,,,,,,,,,,,
thomf103,Thomas,Frank,,1966,thomf103,,,,,,,,,,,,,,,,,,,,
dills101,Dillard,Steve,,1982,dills101,,,,,,,,,,,,,,,,,,,,
rixee101,Rixey,Eppa,,1933,rixee101,,,,,,,,,,,,,,,,,,,,
winga101,Wingo,Al,,1928,winga101,,,,,,,,,,,,,,,,,,,,
porth101,Porter,Henry,,1889,porth101,,,,,,,,,,,,,,,,,,,,
picko101,Pickering,Ollie,,1908,picko101,,,,,,,,,,,,,,,,,,,,
turnk101,Turner,Ken,,1967,turnk101,,,,,,,,,,,,,,,,,,,,
magad001,Magadan,Dave,,2001,magad001,,,,,,,,,,,,,,,,,,,,
bedgp101,Bedgood,Phil,,1923,bedgp101,,,,,,,,,,,,,,,,,,,,
tatuk101,Tatum,Ken,,1974,tatuk101,,,,,,,,,,,,,,,,,,,,
howec101,Howe,Cal,,1952,howec101,,,,,,,,,,,,,,,,,,,,
creeb101,Cree,Birdie,,1915,creeb101,,,,,,,,,,,,,,,,,,,,
stevb101,Stevens,Bobby,,1931,stevb101,,,,,,,,,,,,,,,,,,,,
gohrg001,Gohr,Greg,,1996,gohrg001,,,,,,,,,,,,,,,,,,,,
diehe101,Diehl,Ernie,,1909,diehe101,,,,,,,,,,,,,,,,,,,,
orouu101,O'Rourke,,,1872,orouu101,,,,,,,,,,,,,,,,,,,,
smitr001,Smith,Roy,,1991,smitr001,,,,,,,,,,,,,,,,,,,,
whitb001,White,Bill,,2008,whitb001,,,,,,,,,,,,,,,,,,,,
stafh101,Stafford,Heinie,,1916,stafh101,,,,,,,,,,,,,,,,,,,,
riveb101,Rivera,Bombo,,1982,riveb101,,,,,,,,,,,,,,,,,,,,
leblw001,LeBlanc,Wade,,2019,leblw001,,,,,,,,,,,,,,,,,,,,
carrc003,Carrasco,Carlos,,2019,carrc003,,,,,,,,,,,,,,,,,,,,
knigr001,Knight,Ray,,1988,knigr001,,,,,,,,,,,,,,,,,,,,
bakec101,Baker,Chuck,,1981,bakec101,,,,,,,,,,,,,,,,,,,,
alexd001,Alexander,Doyle,,1989,alexd001,,,,,,,,,,,,,,,,,,,,
roacj101,Roach,John,,1887,roacj101,,,,,,,,,,,,,,,,,,,,
mcdoj104,McDonald,Jim,,1958,mcdoj104,,,,,,,,,,,,,,,,,,,,
crisc101,Crist,Ches,,1906,crisc101,,,,,,,,,,,,,,,,,,,,
darrj101,Darragh,Jack,,1891,darrj101,,,,,,,,,,,,,,,,,,,,
morlb101,Morley,Bill,,1913,morlb101,,,,,,,,,,,,,,,,,,,,
robed105,Robertson,Daryl,,1962,robed105,,,,,,,,,,,,,,,,,,,,
obrig101,O'Brien,George,,1915,obrig101,,,,,,,,,,,,,,,,,,,,
brumm101,Brumley,Mike,,1966,brumm101,,,,,,,,,,,,,,,,,,,,
willg001,Williams,Gerald,,2005,willg001,,,,,,,,,,,,,,,,,,,,
valld001,Valle,Dave,,1996,valld001,,,,,,,,,,,,,,,,,,,,
garcl001,Garcia,Leo,,1988,garcl001,,,,,,,,,,,,,,,,,,,,
camph101,Campbell,Hugh,,1873,camph101,,,,,,,,,,,,,,,,,,,,
swetp101,Swett,Pop,,1890,swetp101,,,,,,,,,,,,,,,,,,,,
dixos101,Dixon,Sonny,,1956,dixos101,,,,,,,,,,,,,,,,,,,,
flowd101,Flowers,Dickie,,1872,flowd101,,,,,,,,,,,,,,,,,,,,
cassp101,Cassidy,Pete,,1899,cassp101,,,,,,,,,,,,,,,,,,,,
claro101,Clark,Otey,,1945,claro101,,,,,,,,,,,,,,,,,,,,
bennj002,Bennett,Jeff,,2009,bennj002,,,,,,,,,,,,,,,,,,,,
heisc001,Heisey,Chris,,2017,heisc001,,,,,,,,,,,,,,,,,,,,
cullj102,Cullen,John,,1884,cullj102,,,,,,,,,,,,,,,,,,,,
nichc001,Nichols,Carl,,1991,nichc001,,,,,,,,,,,,,,,,,,,,
mccak002,McCarthy,Kevin,,2019,mccak002,,,,,,,,,,,,,,,,,,,,
leflw101,Lefler,Wade,,1924,leflw101,,,,,,,,,,,,,,,,,,,,
welcb001,Welch,Bob,,1994,welcb001,,,,,,,,,,,,,,,,,,,,
mcguj101,McGuire,Jim,,1901,mcguj101,,,,,,,,,,,,,,,,,,,,
maasd101,Maas,Duke,,1961,maasd101,,,,,,,,,,,,,,,,,,,,
streo101,Streit,Oscar,,1902,streo101,,,,,,,,,,,,,,,,,,,,
bloob101,Bloomfield,Bud,,1964,bloob101,,,,,,,,,,,,,,,,,,,,
whalb101,Whaling,Bert,,1915,whalb101,,,,,,,,,,,,,,,,,,,,
maybc001,Maybin,Cameron,,2019,maybc001,,,,,,,,,,,,,,,,,,,,
grifp102,Griffin,Pat,,1914,grifp102,,,,,,,,,,,,,,,,,,,,
waltd001,Walters,Dan,,1993,waltd001,,,,,,,,,,,,,,,,,,,,
phile102,Phillips,Eddie,,1935,phile102,,,,,,,,,,,,,,,,,,,,
fulmc001,Fulmer,Carson,,2019,fulmc001,,,,,,,,,,,,,,,,,,,,
jordk001,Jordan,Kevin,,2001,jordk001,,,,,,,,,,,,,,,,,,,,
galer001,Gale,Rich,,1984,galer001,,,,,,,,,,,,,,,,,,,,
schoj001,Schoop,Jonathan,,2019,schoj001,,,,,,,,,,,,,,,,,,,,
vonft101,Von Fricken,Tony,,1890,vonft101,,,,,,,,,,,,,,,,,,,,
hazld101,Hazelton,Doc,,1902,hazld101,,,,,,,,,,,,,,,,,,,,
salkb101,Salkeld,Bill,,1950,salkb101,,,,,,,,,,,,,,,,,,,,
scotp101,Scott,Pete,,1928,scotp101,,,,,,,,,,,,,,,,,,,,
grybk001,Gryboski,Kevin,,2006,grybk001,,,,,,,,,,,,,,,,,,,,
plumb101,Plummer,Bill,,1978,plumb101,,,,,,,,,,,,,,,,,,,,
pavld001,Pavlas,Dave,,1996,pavld001,,,,,,,,,,,,,,,,,,,,
fussf101,Fussell,Fred,,1929,fussf101,,,,,,,,,,,,,,,,,,,,
schwm002,Schwimer,Michael,,2012,schwm002,,,,,,,,,,,,,,,,,,,,
huntw102,Hunter,Willard,,1964,huntw102,,,,,,,,,,,,,,,,,,,,
gibsd001,Gibson,Derrick,,1999,gibsd001,,,,,,,,,,,,,,,,,,,,
faett101,Faeth,Tony,,1920,faett101,,,,,,,,,,,,,,,,,,,,
crabc001,Crabbe,Callix,,2008,crabc001,,,,,,,,,,,,,,,,,,,,
backb001,Backe,Brandon,,2009,backb001,,,,,,,,,,,,,,,,,,,,
kippt101,Kipper,Thornton,,1955,kippt101,,,,,,,,,,,,,,,,,,,,
altrn101,Altrock,Nick,,1933,altrn101,,,,,,,,,,,,,,,,,,,,
cantb101,Cantz,Bart,,1890,cantb101,,,,,,,,,,,,,,,,,,,,
maksm001,Maksudian,Mike,,1994,maksm001,,,,,,,,,,,,,,,,,,,,
holbr001,Holbert,Ray,,2000,holbr001,,,,,,,,,,,,,,,,,,,,
boweb001,Bowers,Brent,,1996,boweb001,,,,,,,,,,,,,,,,,,,,
browb001,Brown,Bobby,,1985,browb001,,,,,,,,,,,,,,,,,,,,
strad002,Strange,Doug,,1998,strad002,,,,,,,,,,,,,,,,,,,,
johnr103,Johnson,Roy,,1918,johnr103,,,,,,,,,,,,,,,,,,,,
schld101,Schliebner,Dutch,,1923,schld101,,,,,,,,,,,,,,,,,,,,
blact001,Blackley,Travis,,2013,blact001,,,,,,,,,,,,,,,,,,,,
rocaa101,Rocap,Adam,,1875,rocaa101,,,,,,,,,,,,,,,,,,,,
ricoh101,Riconda,Harry,,1930,ricoh101,,,,,,,,,,,,,,,,,,,,
nelsm101,Nelson,Mel,,1969,nelsm101,,,,,,,,,,,,,,,,,,,,
dresl101,Dressen,Lee,,1918,dresl101,,,,,,,,,,,,,,,,,,,,
harth101,Hart,Hub,,1907,harth101,,,,,,,,,,,,,,,,,,,,
bertm001,Bertotti,Mike,,1997,bertm001,,,,,,,,,,,,,,,,,,,,
campg101,Campbell,Gilly,,1938,campg101,,,,,,,,,,,,,,,,,,,,
pillk001,Pillar,Kevin,,2019,pillk001,,,,,,,,,,,,,,,,,,,,
swiss101,Swisher,Steve,,1982,swiss101,,,,,,,,,,,,,,,,,,,,
onear001,O'Neal,Randy,,1990,onear001,,,,,,,,,,,,,,,,,,,,
baldr101,Baldwin,Rick,,1977,baldr101,,,,,,,,,,,,,,,,,,,,
ortha101,Orth,Al,,1909,ortha101,,,,,,,,,,,,,,,,,,,,
harrb107,Harris,Buddy,,1971,harrb107,,,,,,,,,,,,,,,,,,,,
rober103,Roberts,Ray,,1919,rober103,,,,,,,,,,,,,,,,,,,,
stivj101,Stivetts,Jack,,1899,stivj101,,,,,,,,,,,,,,,,,,,,
hicka001,Hicks,Aaron,,2019,hicka001,,,,,,,,,,,,,,,,,,,,
bay-h101,Bay,Harry,,1908,bay-h101,,,,,,,,,,,,,,,,,,,,
waldi101,Waldron,Irv,,1901,waldi101,,,,,,,,,,,,,,,,,,,,
hends001,Henderson,Steve,,1988,hends001,,,,,,,,,,,,,,,,,,,,
clemb101,Clemensen,Bill,,1946,clemb101,,,,,,,,,,,,,,,,,,,,
onsle101,Onslow,Eddie,,1927,onsle101,,,,,,,,,,,,,,,,,,,,
ferrd102,Ferrarese,Don,,1962,ferrd102,,,,,,,,,,,,,,,,,,,,
belaw101,Belardi,Wayne,,1956,belaw101,,,,,,,,,,,,,,,,,,,,
nicog101,Nicol,George,,1894,nicog101,,,,,,,,,,,,,,,,,,,,
izquh101,Izquierdo,Hank,,1967,izquh101,,,,,,,,,,,,,,,,,,,,
spenh101,Spencer,Hack,,1912,spenh101,,,,,,,,,,,,,,,,,,,,
vanbd101,Van Buren,Deacon,,1904,vanbd101,,,,,,,,,,,,,,,,,,,,
salmr101,Salmon,Roger,,1912,salmr101,,,,,,,,,,,,,,,,,,,,
alexg101,Alexander,Gary,,1981,alexg101,,,,,,,,,,,,,,,,,,,,
handd001,Hand,Donovan,,2015,handd001,,,,,,,,,,,,,,,,,,,,
weafk101,Weafer,Ken,,1936,weafk101,,,,,,,,,,,,,,,,,,,,
millw102,Millies,Wally,,1941,millw102,,,,,,,,,,,,,,,,,,,,
veacb101,Veach,Bobby,,1925,veacb101,,,,,,,,,,,,,,,,,,,,
stenj101,Stenzel,Jake,,1899,stenj101,,,,,,,,,,,,,,,,,,,,
ryanj101,Ryan,John,,1884,ryanj101,,,,,,,,,,,,,,,,,,,,
galle101,Gallagher,Ed,,1932,galle101,,,,,,,,,,,,,,,,,,,,
wadeb101,Wade,Ben,,1955,wadeb101,,,,,,,,,,,,,,,,,,,,
schwr101,Schwartz,Randy,,1966,schwr101,,,,,,,,,,,,,,,,,,,,
crouf101,Croucher,Frank,,1942,crouf101,,,,,,,,,,,,,,,,,,,,
knapa001,Knapp,Andrew,,2019,knapa001,,,,,,,,,,,,,,,,,,,,
sankb101,Sankey,Ben,,1931,sankb101,,,,,,,,,,,,,,,,,,,,
krsnr101,Krsnich,Rocky,,1953,krsnr101,,,,,,,,,,,,,,,,,,,,
villb001,Villafuerte,Brandon,,2004,villb001,,,,,,,,,,,,,,,,,,,,
burna003,Burns,Andy,,2016,burna003,,,,,,,,,,,,,,,,,,,,
walko101,Walker,Oscar,,1885,walko101,,,,,,,,,,,,,,,,,,,,
mccaj107,McCandless,Jack,,1915,mccaj107,,,,,,,,,,,,,,,,,,,,
maloc001,Malone,Chuck,,1990,maloc001,,,,,,,,,,,,,,,,,,,,
ferrd101,Ferriss,Dave,,1950,ferrd101,,,,,,,,,,,,,,,,,,,,
simsd101,Sims,Duke,,1974,simsd101,,,,,,,,,,,,,,,,,,,,
bellb001,Bell,Buddy,,1989,bellb001,,,,,,,,,,,,,,,,,,,,
mimbm001,Mimbs,Mike,,1997,mimbm001,,,,,,,,,,,,,,,,,,,,
bengr101,Benge,Ray,,1938,bengr101,,,,,,,,,,,,,,,,,,,,
crocc101,Crocker,Claude,,1945,crocc101,,,,,,,,,,,,,,,,,,,,
holdj101,Holdsworth,Jim,,1884,holdj101,,,,,,,,,,,,,,,,,,,,
dools001,Doolittle,Sean,,2019,dools001,,,,,,,,,,,,,,,,,,,,
burns001,Burnett,Sean,,2016,burns001,,,,,,,,,,,,,,,,,,,,
phelk001,Phelps,Ken,,1990,phelk001,,,,,,,,,,,,,,,,,,,,
wallh101,Wall,Howard,,1873,wallh101,,,,,,,,,,,,,,,,,,,,
balbs001,Balboni,Steve,,1993,balbs001,,,,,,,,,,,,,,,,,,,,
commj101,Command,Jim,,1955,commj101,,,,,,,,,,,,,,,,,,,,
mcglj101,McGlothlin,Jim,,1973,mcglj101,,,,,,,,,,,,,,,,,,,,
blomb001,Blomdahl,Ben,,1995,blomb001,,,,,,,,,,,,,,,,,,,,
lotzj101,Lotz,Joe,,1916,lotzj101,,,,,,,,,,,,,,,,,,,,
maynb101,Maynard,Buster,,1946,maynb101,,,,,,,,,,,,,,,,,,,,
milem101,Miley,Mike,,1976,milem101,,,,,,,,,,,,,,,,,,,,
buicd001,Buice,DeWayne,,1989,buicd001,,,,,,,,,,,,,,,,,,,,
edwam001,Edwards,Mike,,2006,edwam001,,,,,,,,,,,,,,,,,,,,
bonsb001,Bonser,Boof,,2010,bonsb001,,,,,,,,,,,,,,,,,,,,
sineh101,Siner,Hosea,,1909,sineh101,,,,,,,,,,,,,,,,,,,,
greeb102,Greenwood,Bill,,1890,greeb102,,,,,,,,,,,,,,,,,,,,
perkc001,Perkins,Cameron,,2017,perkc001,,,,,,,,,,,,,,,,,,,,
blazr001,Blazier,Ron,,1997,blazr001,,,,,,,,,,,,,,,,,,,,
stalh101,Staley,Harry,,1895,stalh101,,,,,,,,,,,,,,,,,,,,
browg101,Brown,Gates,,1975,browg101,,,,,,,,,,,,,,,,,,,,
monca101,Monchak,Alex,,1940,monca101,,,,,,,,,,,,,,,,,,,,
willb002,Williams,Bernie,,2006,willb002,,,,,,,,,,,,,,,,,,,,
koroj001,Koronka,John,,2009,koroj001,,,,,,,,,,,,,,,,,,,,
robib102,Robinson,Bruce,,1980,robib102,,,,,,,,,,,,,,,,,,,,
shanw102,Shanabrook,Warren,,1906,shanw102,,,,,,,,,,,,,,,,,,,,
leroc001,Leroux,Chris,,2014,leroc001,,,,,,,,,,,,,,,,,,,,
lannj101,Lanning,Johnny,,1947,lannj101,,,,,,,,,,,,,,,,,,,,
pearg101,Pierce,George,,1917,pearg101,,,,,,,,,,,,,,,,,,,,
baylj001,Bayliss,Jonah,,2007,baylj001,,,,,,,,,,,,,,,,,,,,
parrm001,Parra,Manny,,2015,parrm001,,,,,,,,,,,,,,,,,,,,
bellg102,Bell,Gary,,1969,bellg102,,,,,,,,,,,,,,,,,,,,
moorj104,Moore,Johnny,,1945,moorj104,,,,,,,,,,,,,,,,,,,,
robej101,Roberts,Jim,,1925,robej101,,,,,,,,,,,,,,,,,,,,
strua102,Strunk,Amos,,1924,strua102,,,,,,,,,,,,,,,,,,,,
marta101,Martinez,Alfredo,,1981,marta101,,,,,,,,,,,,,,,,,,,,
robed103,Robertson,Dave,,1922,robed103,,,,,,,,,,,,,,,,,,,,
pheld101,Phelan,Dick,,1885,pheld101,,,,,,,,,,,,,,,,,,,,
lanad101,Lanahan,Dick,,1941,lanad101,,,,,,,,,,,,,,,,,,,,
willr103,Williams,Rinaldo,,1914,willr103,,,,,,,,,,,,,,,,,,,,
sheee101,Sheely,Earl,,1931,sheee101,,,,,,,,,,,,,,,,,,,,
frenb101,French,Bill,,1873,frenb101,,,,,,,,,,,,,,,,,,,,
tierm101,Tiernan,Mike,,1899,tierm101,,,,,,,,,,,,,,,,,,,,
breaj101,Breazeale,Jim,,1978,breaj101,,,,,,,,,,,,,,,,,,,,
mueld101,Mueller,Don,,1959,mueld101,,,,,,,,,,,,,,,,,,,,
hausa101,Hauser,Arnold,,1915,hausa101,,,,,,,,,,,,,,,,,,,,
hubbt001,Hubbard,Trent,,2003,hubbt001,,,,,,,,,,,,,,,,,,,,
rilej102,Riley,Jim,,1910,rilej102,,,,,,,,,,,,,,,,,,,,
alexw101,Alexander,Walt,,1917,alexw101,,,,,,,,,,,,,,,,,,,,
gulld101,Gullett,Don,,1978,gulld101,,,,,,,,,,,,,,,,,,,,
robej001,Robertson,Jeriome,,2004,robej001,,,,,,,,,,,,,,,,,,,,
atchs001,Atchison,Scott,,2015,atchs001,,,,,,,,,,,,,,,,,,,,
elleh101,Eller,Hod,,1921,elleh101,,,,,,,,,,,,,,,,,,,,
mussm001,Mussina,Mike,,2008,mussm001,,,,,,,,,,,,,,,,,,,,
millr107,Miller,Ray,,1917,millr107,,,,,,,,,,,,,,,,,,,,
