team_id,year_id,name,lg_id
PHI1916,1916,Philadelphia Phillies,NL
PIT1916,1916,Pittsburgh Pirates,NL
SLA1916,1916,St. Louis Browns,AL
SLN1916,1916,St. Louis Cardinals,NL
WS11916,1916,Washington Senators,AL
BOS1917,1917,Boston Red Sox,AL
BRO1917,1917,Brooklyn Robins,NL
BSN1917,1917,Boston Braves,NL
CHA1917,1917,Chicago White Sox,AL
CHN1917,1917,Chicago Cubs,NL
CIN1917,1917,Cincinnati Reds,NL
CLE1917,1917,Cleveland Indians,AL
DET1917,1917,Detroit Tigers,AL
NY11917,1917,New York Giants,NL
NYA1917,1917,New York Yankees,AL
PHA1917,1917,Philadelphia Athletics,AL
PHI1917,1917,Philadelphia Phillies,NL
PIT1917,1917,Pittsburgh Pirates,NL
SLA1917,1917,St. Louis Browns,AL
SLN1917,1917,St. Louis Cardinals,NL
WS11917,1917,Washington Senators,AL
BOS1918,1918,Boston Red Sox,AL
BRO1918,1918,Brooklyn Robins,NL
BSN1918,1918,Boston Braves,NL
CHA1918,1918,Chicago White Sox,AL
CHN1918,1918,Chicago Cubs,NL
CIN1918,1918,Cincinnati Reds,NL
CLE1918,1918,Cleveland Indians,AL
DET1918,1918,Detroit Tigers,AL
NY11918,1918,New York Giants,NL
NYA1918,1918,New York Yankees,AL
PHA1918,1918,Philadelphia Athletics,AL
PHI1918,1918,Philadelphia Phillies,NL
PIT1918,1918,Pittsburgh Pirates,NL
SLA1918,1918,St. Louis Browns,AL
SLN1918,1918,St. Louis Cardinals,NL
WS11918,1918,Washington Senators,AL
BOS1919,1919,Boston Red Sox,AL
BRO1919,1919,Brooklyn Robins,NL
BSN1919,1919,Boston Braves,NL
CHA1919,1919,Chicago White Sox,AL
CHN1919,1919,Chicago Cubs,NL
CIN1919,1919,Cincinnati Reds,NL
CLE1919,1919,Cleveland Indians,AL
DET1919,1919,Detroit Tigers,AL
NY11919,1919,New York Giants,NL
NYA1919,1919,New York Yankees,AL
PHA1919,1919,Philadelphia Athletics,AL
PHI1919,1919,Philadelphia Phillies,NL
PIT1919,1919,Pittsburgh Pirates,NL
SLA1919,1919,St. Louis Browns,AL
SLN1919,1919,St. Louis Cardinals,NL
WS11919,1919,Washington Senators,AL
BOS1920,1920,Boston Red Sox,AL
BRO1920,1920,Brooklyn Robins,NL
BSN1920,1920,Boston Braves,NL
CHA1920,1920,Chicago White Sox,AL
CHN1920,1920,Chicago Cubs,NL
CIN1920,1920,Cincinnati Reds,NL
CLE1920,1920,Cleveland Indians,AL
DET1920,1920,Detroit Tigers,AL
NY11920,1920,New York Giants,NL
NYA1920,1920,New York Yankees,AL
PHA1920,1920,Philadelphia Athletics,AL
PHI1920,1920,Philadelphia Phillies,NL
PIT1920,1920,Pittsburgh Pirates,NL
SLA1920,1920,St. Louis Browns,AL
SLN1920,1920,St. Louis Cardinals,NL
WS11920,1920,Washington Senators,AL
BOS1921,1921,Boston Red Sox,AL
BRO1921,1921,Brooklyn Robins,NL
BSN1921,1921,Boston Braves,NL
CHA1921,1921,Chicago White Sox,AL
CHN1921,1921,Chicago Cubs,NL
CIN1921,1921,Cincinnati Reds,NL
CLE1921,1921,Cleveland Indians,AL
DET1921,1921,Detroit Tigers,AL
NY11921,1921,New York Giants,NL
NYA1921,1921,New York Yankees,AL
PHA1921,1921,Philadelphia Athletics,AL
PHI1921,1921,Philadelphia Phillies,NL
PIT1921,1921,Pittsburgh Pirates,NL
SLA1921,1921,St. Louis Browns,AL
SLN1921,1921,St. Louis Cardinals,NL
WS11921,1921,Washington Senators,AL
BOS1922,1922,Boston Red Sox,AL
BRO1922,1922,Brooklyn Robins,NL
BSN1922,1922,Boston Braves,NL
CHA1922,1922,Chicago White Sox,AL
CHN1922,1922,Chicago Cubs,NL
CIN1922,1922,Cincinnati Reds,NL
CLE1922,1922,Cleveland Indians,AL
DET1922,1922,Detroit Tigers,AL
NY11922,1922,New York Giants,NL
NYA1922,1922,New York Yankees,AL
PHA1922,1922,Philadelphia Athletics,AL
PHI1922,1922,Philadelphia Phillies,NL
PIT1922,1922,Pittsburgh Pirates,NL
SLA1922,1922,St. Louis Browns,AL
SLN1922,1922,St. Louis Cardinals,NL
WS11922,1922,Washington Senators,AL
BOS1923,1923,Boston Red Sox,AL
BRO1923,1923,Brooklyn Robins,NL
BSN1923,1923,Boston Braves,NL
CHA1923,1923,Chicago White Sox,AL
CHN1923,1923,Chicago Cubs,NL
CIN1923,1923,Cincinnati Reds,NL
CLE1923,1923,Cleveland Indians,AL
DET1923,1923,Detroit Tigers,AL
NY11923,1923,New York Giants,NL
NYA1923,1923,New York Yankees,AL
PHA1923,1923,Philadelphia Athletics,AL
PHI1923,1923,Philadelphia Phillies,NL
PIT1923,1923,Pittsburgh Pirates,NL
SLA1923,1923,St. Louis Browns,AL
SLN1923,1923,St. Louis Cardinals,NL
WS11923,1923,Washington Senators,AL
BOS1924,1924,Boston Red Sox,AL
BRO1924,1924,Brooklyn Robins,NL
BSN1924,1924,Boston Braves,NL
CHA1924,1924,Chicago White Sox,AL
CHN1924,1924,Chicago Cubs,NL
CIN1924,1924,Cincinnati Reds,NL
CLE1924,1924,Cleveland Indians,AL
DET1924,1924,Detroit Tigers,AL
NY11924,1924,New York Giants,NL
NYA1924,1924,New York Yankees,AL
PHA1924,1924,Philadelphia Athletics,AL
PHI1924,1924,Philadelphia Phillies,NL
PIT1924,1924,Pittsburgh Pirates,NL
SLA1924,1924,St. Louis Browns,AL
SLN1924,1924,St. Louis Cardinals,NL
WS11924,1924,Washington Senators,AL
BOS1925,1925,Boston Red Sox,AL
BRO1925,1925,Brooklyn Robins,NL
BSN1925,1925,Boston Braves,NL
CHA1925,1925,Chicago White Sox,AL
CHN1925,1925,Chicago Cubs,NL
CIN1925,1925,Cincinnati Reds,NL
CLE1925,1925,Cleveland Indians,AL
DET1925,1925,Detroit Tigers,AL
NY11925,1925,New York Giants,NL
NYA1925,1925,New York Yankees,AL
PHA1925,1925,Philadelphia Athletics,AL
PHI1925,1925,Philadelphia Phillies,NL
PIT1925,1925,Pittsburgh Pirates,NL
SLA1925,1925,St. Louis Browns,AL
SLN1925,1925,St. Louis Cardinals,NL
WS11925,1925,Washington Senators,AL
BOS1926,1926,Boston Red Sox,AL
BRO1926,1926,Brooklyn Robins,NL
BSN1926,1926,Boston Braves,NL
CHA1926,1926,Chicago White Sox,AL
CHN1926,1926,Chicago Cubs,NL
CIN1926,1926,Cincinnati Reds,NL
CLE1926,1926,Cleveland Indians,AL
DET1926,1926,Detroit Tigers,AL
NY11926,1926,New York Giants,NL
NYA1926,1926,New York Yankees,AL
PHA1926,1926,Philadelphia Athletics,AL
PHI1926,1926,Philadelphia Phillies,NL
PIT1926,1926,Pittsburgh Pirates,NL
SLA1926,1926,St. Louis Browns,AL
SLN1926,1926,St. Louis Cardinals,NL
WS11926,1926,Washington Senators,AL
BOS1927,1927,Boston Red Sox,AL
BRO1927,1927,Brooklyn Robins,NL
BSN1927,1927,Boston Braves,NL
CHA1927,1927,Chicago White Sox,AL
CHN1927,1927,Chicago Cubs,NL
CIN1927,1927,Cincinnati Reds,NL
CLE1927,1927,Cleveland Indians,AL
DET1927,1927,Detroit Tigers,AL
NY11927,1927,New York Giants,NL
NYA1927,1927,New York Yankees,AL
PHA1927,1927,Philadelphia Athletics,AL
PHI1927,1927,Philadelphia Phillies,NL
PIT1927,1927,Pittsburgh Pirates,NL
SLA1927,1927,St. Louis Browns,AL
SLN1927,1927,St. Louis Cardinals,NL
WS11927,1927,Washington Senators,AL
BOS1928,1928,Boston Red Sox,AL
BRO1928,1928,Brooklyn Robins,NL
BSN1928,1928,Boston Braves,NL
CHA1928,1928,Chicago White Sox,AL
CHN1928,1928,Chicago Cubs,NL
CIN1928,1928,Cincinnati Reds,NL
CLE1928,1928,Cleveland Indians,AL
DET1928,1928,Detroit Tigers,AL
NY11928,1928,New York Giants,NL
NYA1928,1928,New York Yankees,AL
PHA1928,1928,Philadelphia Athletics,AL
PHI1928,1928,Philadelphia Phillies,NL
PIT1928,1928,Pittsburgh Pirates,NL
SLA1928,1928,St. Louis Browns,AL
SLN1928,1928,St. Louis Cardinals,NL
WS11928,1928,Washington Senators,AL
BOS1929,1929,Boston Red Sox,AL
BRO1929,1929,Brooklyn Robins,NL
BSN1929,1929,Boston Braves,NL
CHA1929,1929,Chicago White Sox,AL
CHN1929,1929,Chicago Cubs,NL
CIN1929,1929,Cincinnati Reds,NL
CLE1929,1929,Cleveland Indians,AL
DET1929,1929,Detroit Tigers,AL
NY11929,1929,New York Giants,NL
NYA1929,1929,New York Yankees,AL
PHA1929,1929,Philadelphia Athletics,AL
PHI1929,1929,Philadelphia Phillies,NL
PIT1929,1929,Pittsburgh Pirates,NL
SLA1929,1929,St. Louis Browns,AL
SLN1929,1929,St. Louis Cardinals,NL
WS11929,1929,Washington Senators,AL
BOS1930,1930,Boston Red Sox,AL
BRO1930,1930,Brooklyn Robins,NL
BSN1930,1930,Boston Braves,NL
CHA1930,1930,Chicago White Sox,AL
CHN1930,1930,Chicago Cubs,NL
CIN1930,1930,Cincinnati Reds,NL
CLE1930,1930,Cleveland Indians,AL
DET1930,1930,Detroit Tigers,AL
NY11930,1930,New York Giants,NL
NYA1930,1930,New York Yankees,AL
PHA1930,1930,Philadelphia Athletics,AL
PHI1930,1930,Philadelphia Phillies,NL
PIT1930,1930,Pittsburgh Pirates,NL
SLA1930,1930,St. Louis Browns,AL
SLN1930,1930,St. Louis Cardinals,NL
WS11930,1930,Washington Senators,AL
BOS1931,1931,Boston Red Sox,AL
BRO1931,1931,Brooklyn Robins,NL
BSN1931,1931,Boston Braves,NL
CHA1931,1931,Chicago White Sox,AL
CHN1931,1931,Chicago Cubs,NL
CIN1931,1931,Cincinnati Reds,NL
CLE1931,1931,Cleveland Indians,AL
DET1931,1931,Detroit Tigers,AL
NY11931,1931,New York Giants,NL
NYA1931,1931,New York Yankees,AL
PHA1931,1931,Philadelphia Athletics,AL
PHI1931,1931,Philadelphia Phillies,NL
PIT1931,1931,Pittsburgh Pirates,NL
SLA1931,1931,St. Louis Browns,AL
SLN1931,1931,St. Louis Cardinals,NL
WS11931,1931,Washington Senators,AL
BOS1932,1932,Boston Red Sox,AL
BRO1932,1932,Brooklyn Dodgers,NL
BSN1932,1932,Boston Braves,NL
CHA1932,1932,Chicago White Sox,AL
CHN1932,1932,Chicago Cubs,NL
CIN1932,1932,Cincinnati Reds,NL
CLE1932,1932,Cleveland Indians,AL
DET1932,1932,Detroit Tigers,AL
NY11932,1932,New York Giants,NL
NYA1932,1932,New York Yankees,AL
PHA1932,1932,Philadelphia Athletics,AL
PHI1932,1932,Philadelphia Phillies,NL
PIT1932,1932,Pittsburgh Pirates,NL
SLA1932,1932,St. Louis Browns,AL
SLN1932,1932,St. Louis Cardinals,NL
WS11932,1932,Washington Senators,AL
BOS1933,1933,Boston Red Sox,AL
BRO1933,1933,Brooklyn Dodgers,NL
BSN1933,1933,Boston Braves,NL
CHA1933,1933,Chicago White Sox,AL
CHN1933,1933,Chicago Cubs,NL
CIN1933,1933,Cincinnati Reds,NL
CLE1933,1933,Cleveland Indians,AL
DET1933,1933,Detroit Tigers,AL
NY11933,1933,New York Giants,NL
NYA1933,1933,New York Yankees,AL
PHA1933,1933,Philadelphia Athletics,AL
PHI1933,1933,Philadelphia Phillies,NL
PIT1933,1933,Pittsburgh Pirates,NL
SLA1933,1933,St. Louis Browns,AL
SLN1933,1933,St. Louis Cardinals,NL
WS11933,1933,Washington Senators,AL
BOS1934,1934,Boston Red Sox,AL
BRO1934,1934,Brooklyn Dodgers,NL
BSN1934,1934,Boston Braves,NL
CHA1934,1934,Chicago White Sox,AL
CHN1934,1934,Chicago Cubs,NL
CIN1934,1934,Cincinnati Reds,NL
CLE1934,1934,Cleveland Indians,AL
DET1934,1934,Detroit Tigers,AL
NY11934,1934,New York Giants,NL
NYA1934,1934,New York Yankees,AL
PHA1934,1934,Philadelphia Athletics,AL
PHI1934,1934,Philadelphia Phillies,NL
PIT1934,1934,Pittsburgh Pirates,NL
SLA1934,1934,St. Louis Browns,AL
SLN1934,1934,St. Louis Cardinals,NL
WS11934,1934,Washington Senators,AL
BOS1935,1935,Boston Red Sox,AL
BRO1935,1935,Brooklyn Dodgers,NL
BSN1935,1935,Boston Braves,NL
CHA1935,1935,Chicago White Sox,AL
CHN1935,1935,Chicago Cubs,NL
CIN1935,1935,Cincinnati Reds,NL
CLE1935,1935,Cleveland Indians,AL
DET1935,1935,Detroit Tigers,AL
NY11935,1935,New York Giants,NL
NYA1935,1935,New York Yankees,AL
PHA1935,1935,Philadelphia Athletics,AL
PHI1935,1935,Philadelphia Phillies,NL
PIT1935,1935,Pittsburgh Pirates,NL
SLA1935,1935,St. Louis Browns,AL
SLN1935,1935,St. Louis Cardinals,NL
WS11935,1935,Washington Senators,AL
BOS1936,1936,Boston Red Sox,AL
BRO1936,1936,Brooklyn Dodgers,NL
BSN1936,1936,Boston Bees,NL
CHA1936,1936,Chicago White Sox,AL
CHN1936,1936,Chicago Cubs,NL
CIN1936,1936,Cincinnati Reds,NL
CLE1936,1936,Cleveland Indians,AL
DET1936,1936,Detroit Tigers,AL
NY11936,1936,New York Giants,NL
NYA1936,1936,New York Yankees,AL
PHA1936,1936,Philadelphia Athletics,AL
PHI1936,1936,Philadelphia Phillies,NL
PIT1936,1936,Pittsburgh Pirates,NL
SLA1936,1936,St. Louis Browns,AL
SLN1936,1936,St. Louis Cardinals,NL
WS11936,1936,Washington Senators,AL
BOS1937,1937,Boston Red Sox,AL
BRO1937,1937,Brooklyn Dodgers,NL
BSN1937,1937,Boston Bees,NL
CHA1937,1937,Chicago White Sox,AL
CHN1937,1937,Chicago Cubs,NL
CIN1937,1937,Cincinnati Reds,NL
CLE1937,1937,Cleveland Indians,AL
DET1937,1937,Detroit Tigers,AL
NY11937,1937,New York Giants,NL
NYA1937,1937,New York Yankees,AL
PHA1937,1937,Philadelphia Athletics,AL
PHI1937,1937,Philadelphia Phillies,NL
PIT1937,1937,Pittsburgh Pirates,NL
SLA1937,1937,St. Louis Browns,AL
SLN1937,1937,St. Louis Cardinals,NL
WS11937,1937,Washington Senators,AL
BOS1938,1938,Boston Red Sox,AL
BRO1938,1938,Brooklyn Dodgers,NL
BSN1938,1938,Boston Bees,NL
CHA1938,1938,Chicago White Sox,AL
CHN1938,1938,Chicago Cubs,NL
CIN1938,1938,Cincinnati Reds,NL
CLE1938,1938,Cleveland Indians,AL
DET1938,1938,Detroit Tigers,AL
NY11938,1938,New York Giants,NL
NYA1938,1938,New York Yankees,AL
PHA1938,1938,Philadelphia Athletics,AL
PHI1938,1938,Philadelphia Phillies,NL
PIT1938,1938,Pittsburgh Pirates,NL
SLA1938,1938,St. Louis Browns,AL
SLN1938,1938,St. Louis Cardinals,NL
WS11938,1938,Washington Senators,AL
BOS1939,1939,Boston Red Sox,AL
BRO1939,1939,Brooklyn Dodgers,NL
BSN1939,1939,Boston Bees,NL
CHA1939,1939,Chicago White Sox,AL
CHN1939,1939,Chicago Cubs,NL
CIN1939,1939,Cincinnati Reds,NL
CLE1939,1939,Cleveland Indians,AL
DET1939,1939,Detroit Tigers,AL
NY11939,1939,New York Giants,NL
NYA1939,1939,New York Yankees,AL
PHA1939,1939,Philadelphia Athletics,AL
PHI1939,1939,Philadelphia Phillies,NL
PIT1939,1939,Pittsburgh Pirates,NL
SLA1939,1939,St. Louis Browns,AL
SLN1939,1939,St. Louis Cardinals,NL
WS11939,1939,Washington Senators,AL
BOS1940,1940,Boston Red Sox,AL
BRO1940,1940,Brooklyn Dodgers,NL
BSN1940,1940,Boston Bees,NL
CHA1940,1940,Chicago White Sox,AL
CHN1940,1940,Chicago Cubs,NL
CIN1940,1940,Cincinnati Reds,NL
CLE1940,1940,Cleveland Indians,AL
DET1940,1940,Detroit Tigers,AL
NY11940,1940,New York Giants,NL
NYA1940,1940,New York Yankees,AL
PHA1940,1940,Philadelphia Athletics,AL
PHI1940,1940,Philadelphia Phillies,NL
PIT1940,1940,Pittsburgh Pirates,NL
SLA1940,1940,St. Louis Browns,AL
SLN1940,1940,St. Louis Cardinals,NL
WS11940,1940,Washington Senators,AL
BOS1941,1941,Boston Red Sox,AL
BRO1941,1941,Brooklyn Dodgers,NL
BSN1941,1941,Boston Braves,NL
CHA1941,1941,Chicago White Sox,AL
CHN1941,1941,Chicago Cubs,NL
CIN1941,1941,Cincinnati Reds,NL
CLE1941,1941,Cleveland Indians,AL
DET1941,1941,Detroit Tigers,AL
NY11941,1941,New York Giants,NL
NYA1941,1941,New York Yankees,AL
PHA1941,1941,Philadelphia Athletics,AL
PHI1941,1941,Philadelphia Phillies,NL
PIT1941,1941,Pittsburgh Pirates,NL
SLA1941,1941,St. Louis Browns,AL
SLN1941,1941,St. Louis Cardinals,NL
WS11941,1941,Washington Senators,AL
BOS1942,1942,Boston Red Sox,AL
BRO1942,1942,Brooklyn Dodgers,NL
BSN1942,1942,Boston Braves,NL
CHA1942,1942,Chicago White Sox,AL
CHN1942,1942,Chicago Cubs,NL
CIN1942,1942,Cincinnati Reds,NL
CLE1942,1942,Cleveland Indians,AL
DET1942,1942,Detroit Tigers,AL
NY11942,1942,New York Giants,NL
NYA1942,1942,New York Yankees,AL
PHA1942,1942,Philadelphia Athletics,AL
PHI1942,1942,Philadelphia Phillies,NL
PIT1942,1942,Pittsburgh Pirates,NL
SLA1942,1942,St. Louis Browns,AL
SLN1942,1942,St. Louis Cardinals,NL
WS11942,1942,Washington Senators,AL
BOS1943,1943,Boston Red Sox,AL
BRO1943,1943,Brooklyn Dodgers,NL
BSN1943,1943,Boston Braves,NL
CHA1943,1943,Chicago White Sox,AL
CHN1943,1943,Chicago Cubs,NL
CIN1943,1943,Cincinnati Reds,NL
CLE1943,1943,Cleveland Indians,AL
DET1943,1943,Detroit Tigers,AL
NY11943,1943,New York Giants,NL
NYA1943,1943,New York Yankees,AL
PHA1943,1943,Philadelphia Athletics,AL
PHI1943,1943,Philadelphia Blue Jays,NL
PIT1943,1943,Pittsburgh Pirates,NL
SLA1943,1943,St. Louis Browns,AL
SLN1943,1943,St. Louis Cardinals,NL
WS11943,1943,Washington Senators,AL
BOS1944,1944,Boston Red Sox,AL
BRO1944,1944,Brooklyn Dodgers,NL
BSN1944,1944,Boston Braves,NL
CHA1944,1944,Chicago White Sox,AL
CHN1944,1944,Chicago Cubs,NL
CIN1944,1944,Cincinnati Reds,NL
CLE1944,1944,Cleveland Indians,AL
DET1944,1944,Detroit Tigers,AL
NY11944,1944,New York Giants,NL
NYA1944,1944,New York Yankees,AL
PHA1944,1944,Philadelphia Athletics,AL
PHI1944,1944,Philadelphia Blue Jays,NL
PIT1944,1944,Pittsburgh Pirates,NL
SLA1944,1944,St. Louis Browns,AL
SLN1944,1944,St. Louis Cardinals,NL
WS11944,1944,Washington Senators,AL
BOS1945,1945,Boston Red Sox,AL
BRO1945,1945,Brooklyn Dodgers,NL
BSN1945,1945,Boston Braves,NL
CHA1945,1945,Chicago White Sox,AL
CHN1945,1945,Chicago Cubs,NL
CIN1945,1945,Cincinnati Reds,NL
CLE1945,1945,Cleveland Indians,AL
DET1945,1945,Detroit Tigers,AL
NY11945,1945,New York Giants,NL
NYA1945,1945,New York Yankees,AL
PHA1945,1945,Philadelphia Athletics,AL
PHI1945,1945,Philadelphia Phillies,NL
PIT1945,1945,Pittsburgh Pirates,NL
SLA1945,1945,St. Louis Browns,AL
SLN1945,1945,St. Louis Cardinals,NL
WS11945,1945,Washington Senators,AL
BOS1946,1946,Boston Red Sox,AL
BRO1946,1946,Brooklyn Dodgers,NL
BSN1946,1946,Boston Braves,NL
CHA1946,1946,Chicago White Sox,AL
CHN1946,1946,Chicago Cubs,NL
CIN1946,1946,Cincinnati Reds,NL
CLE1946,1946,Cleveland Indians,AL
DET1946,1946,Detroit Tigers,AL
NY11946,1946,New York Giants,NL
NYA1946,1946,New York Yankees,AL
PHA1946,1946,Philadelphia Athletics,AL
PHI1946,1946,Philadelphia Phillies,NL
PIT1946,1946,Pittsburgh Pirates,NL
SLA1946,1946,St. Louis Browns,AL
SLN1946,1946,St. Louis Cardinals,NL
WS11946,1946,Washington Senators,AL
BOS1947,1947,Boston Red Sox,AL
BRO1947,1947,Brooklyn Dodgers,NL
BSN1947,1947,Boston Braves,NL
CHA1947,1947,Chicago White Sox,AL
CHN1947,1947,Chicago Cubs,NL
CIN1947,1947,Cincinnati Reds,NL
CLE1947,1947,Cleveland Indians,AL
DET1947,1947,Detroit Tigers,AL
NY11947,1947,New York Giants,NL
NYA1947,1947,New York Yankees,AL
PHA1947,1947,Philadelphia Athletics,AL
PHI1947,1947,Philadelphia Phillies,NL
PIT1947,1947,Pittsburgh Pirates,NL
SLA1947,1947,St. Louis Browns,AL
SLN1947,1947,St. Louis Cardinals,NL
WS11947,1947,Washington Senators,AL
BOS1948,1948,Boston Red Sox,AL
BRO1948,1948,Brooklyn Dodgers,NL
BSN1948,1948,Boston Braves,NL
CHA1948,1948,Chicago White Sox,AL
CHN1948,1948,Chicago Cubs,NL
CIN1948,1948,Cincinnati Reds,NL
CLE1948,1948,Cleveland Indians,AL
DET1948,1948,Detroit Tigers,AL
NY11948,1948,New York Giants,NL
NYA1948,1948,New York Yankees,AL
PHA1948,1948,Philadelphia Athletics,AL
PHI1948,1948,Philadelphia Phillies,NL
PIT1948,1948,Pittsburgh Pirates,NL
SLA1948,1948,St. Louis Browns,AL
SLN1948,1948,St. Louis Cardinals,NL
WS11948,1948,Washington Senators,AL
BOS1949,1949,Boston Red Sox,AL
BRO1949,1949,Brooklyn Dodgers,NL
BSN1949,1949,Boston Braves,NL
CHA1949,1949,Chicago White Sox,AL
CHN1949,1949,Chicago Cubs,NL
CIN1949,1949,Cincinnati Reds,NL
CLE1949,1949,Cleveland Indians,AL
DET1949,1949,Detroit Tigers,AL
NY11949,1949,New York Giants,NL
NYA1949,1949,New York Yankees,AL
PHA1949,1949,Philadelphia Athletics,AL
PHI1949,1949,Philadelphia Phillies,NL
PIT1949,1949,Pittsburgh Pirates,NL
SLA1949,1949,St. Louis Browns,AL
SLN1949,1949,St. Louis Cardinals,NL
WS11949,1949,Washington Senators,AL
BOS1950,1950,Boston Red Sox,AL
BRO1950,1950,Brooklyn Dodgers,NL
BSN1950,1950,Boston Braves,NL
CHA1950,1950,Chicago White Sox,AL
CHN1950,1950,Chicago Cubs,NL
CIN1950,1950,Cincinnati Reds,NL
CLE1950,1950,Cleveland Indians,AL
DET1950,1950,Detroit Tigers,AL
NY11950,1950,New York Giants,NL
NYA1950,1950,New York Yankees,AL
PHA1950,1950,Philadelphia Athletics,AL
PHI1950,1950,Philadelphia Phillies,NL
PIT1950,1950,Pittsburgh Pirates,NL
SLA1950,1950,St. Louis Browns,AL
SLN1950,1950,St. Louis Cardinals,NL
WS11950,1950,Washington Senators,AL
BOS1951,1951,Boston Red Sox,AL
BRO1951,1951,Brooklyn Dodgers,NL
BSN1951,1951,Boston Braves,NL
CHA1951,1951,Chicago White Sox,AL
CHN1951,1951,Chicago Cubs,NL
CIN1951,1951,Cincinnati Reds,NL
CLE1951,1951,Cleveland Indians,AL
DET1951,1951,Detroit Tigers,AL
NY11951,1951,New York Giants,NL
NYA1951,1951,New York Yankees,AL
PHA1951,1951,Philadelphia Athletics,AL
PHI1951,1951,Philadelphia Phillies,NL
PIT1951,1951,Pittsburgh Pirates,NL
SLA1951,1951,St. Louis Browns,AL
SLN1951,1951,St. Louis Cardinals,NL
WS11951,1951,Washington Senators,AL
BOS1952,1952,Boston Red Sox,AL
BRO1952,1952,Brooklyn Dodgers,NL
BSN1952,1952,Boston Braves,NL
CHA1952,1952,Chicago White Sox,AL
CHN1952,1952,Chicago Cubs,NL
CIN1952,1952,Cincinnati Reds,NL
CLE1952,1952,Cleveland Indians,AL
DET1952,1952,Detroit Tigers,AL
NY11952,1952,New York Giants,NL
NYA1952,1952,New York Yankees,AL
PHA1952,1952,Philadelphia Athletics,AL
PHI1952,1952,Philadelphia Phillies,NL
PIT1952,1952,Pittsburgh Pirates,NL
SLA1952,1952,St. Louis Browns,AL
SLN1952,1952,St. Louis Cardinals,NL
WS11952,1952,Washington Senators,AL
BOS1953,1953,Boston Red Sox,AL
BRO1953,1953,Brooklyn Dodgers,NL
CHA1953,1953,Chicago White Sox,AL
CHN1953,1953,Chicago Cubs,NL
CIN1953,1953,Cincinnati Reds,NL
CLE1953,1953,Cleveland Indians,AL
DET1953,1953,Detroit Tigers,AL
MLN1953,1953,Milwaukee Braves,NL
NY11953,1953,New York Giants,NL
NYA1953,1953,New York Yankees,AL
PHA1953,1953,Philadelphia Athletics,AL
PHI1953,1953,Philadelphia Phillies,NL
PIT1953,1953,Pittsburgh Pirates,NL
SLA1953,1953,St. Louis Browns,AL
SLN1953,1953,St. Louis Cardinals,NL
WS11953,1953,Washington Senators,AL
BAL1954,1954,Baltimore Orioles,AL
BOS1954,1954,Boston Red Sox,AL
BRO1954,1954,Brooklyn Dodgers,NL
CHA1954,1954,Chicago White Sox,AL
CHN1954,1954,Chicago Cubs,NL
CIN1954,1954,Cincinnati Redlegs,NL
CLE1954,1954,Cleveland Indians,AL
DET1954,1954,Detroit Tigers,AL
MLN1954,1954,Milwaukee Braves,NL
NY11954,1954,New York Giants,NL
NYA1954,1954,New York Yankees,AL
PHA1954,1954,Philadelphia Athletics,AL
PHI1954,1954,Philadelphia Phillies,NL
PIT1954,1954,Pittsburgh Pirates,NL
SLN1954,1954,St. Louis Cardinals,NL
WS11954,1954,Washington Senators,AL
BAL1955,1955,Baltimore Orioles,AL
BOS1955,1955,Boston Red Sox,AL
BRO1955,1955,Brooklyn Dodgers,NL
CHA1955,1955,Chicago White Sox,AL
CHN1955,1955,Chicago Cubs,NL
CIN1955,1955,Cincinnati Redlegs,NL
CLE1955,1955,Cleveland Indians,AL
DET1955,1955,Detroit Tigers,AL
KC11955,1955,Kansas City Athletics,AL
MLN1955,1955,Milwaukee Braves,NL
NY11955,1955,New York Giants,NL
NYA1955,1955,New York Yankees,AL
PHI1955,1955,Philadelphia Phillies,NL
PIT1955,1955,Pittsburgh Pirates,NL
SLN1955,1955,St. Louis Cardinals,NL
WS11955,1955,Washington Senators,AL
BAL1956,1956,Baltimore Orioles,AL
BOS1956,1956,Boston Red Sox,AL
BRO1956,1956,Brooklyn Dodgers,NL
CHA1956,1956,Chicago White Sox,AL
CHN1956,1956,Chicago Cubs,NL
CIN1956,1956,Cincinnati Redlegs,NL
CLE1956,1956,Cleveland Indians,AL
DET1956,1956,Detroit Tigers,AL
KC11956,1956,Kansas City Athletics,AL
MLN1956,1956,Milwaukee Braves,NL
NY11956,1956,New York Giants,NL
NYA1956,1956,New York Yankees,AL
PHI1956,1956,Philadelphia Phillies,NL
PIT1956,1956,Pittsburgh Pirates,NL
SLN1956,1956,St. Louis Cardinals,NL
WS11956,1956,Washington Senators,AL
BAL1957,1957,Baltimore Orioles,AL
BOS1957,1957,Boston Red Sox,AL
BRO1957,1957,Brooklyn Dodgers,NL
CHA1957,1957,Chicago White Sox,AL
CHN1957,1957,Chicago Cubs,NL
CIN1957,1957,Cincinnati Redlegs,NL
CLE1957,1957,Cleveland Indians,AL
DET1957,1957,Detroit Tigers,AL
KC11957,1957,Kansas City Athletics,AL
MLN1957,1957,Milwaukee Braves,NL
NY11957,1957,New York Giants,NL
NYA1957,1957,New York Yankees,AL
PHI1957,1957,Philadelphia Phillies,NL
PIT1957,1957,Pittsburgh Pirates,NL
SLN1957,1957,St. Louis Cardinals,NL
WS11957,1957,Washington Senators,AL
BAL1958,1958,Baltimore Orioles,AL
BOS1958,1958,Boston Red Sox,AL
CHA1958,1958,Chicago White Sox,AL
